s_p,s_n,cluster_label,cluster_type
616.0,-543.0,1,cluster_1
761.0,-564.0,1,cluster_1
689.0,-711.0,1,cluster_1
586.0,-498.0,1,cluster_1
674.0,-696.0,1,cluster_1
755.0,-690.0,1,cluster_1
702.0,-432.0,1,cluster_1
629.0,-491.0,1,cluster_1
740.0,-732.0,1,cluster_1
781.0,-348.0,1,cluster_1
649.0,-337.0,1,cluster_1
473.0,-299.0,1,cluster_1
521.0,-691.0,1,cluster_1
452.0,-298.0,1,cluster_1
766.0,-592.0,1,cluster_1
542.0,-498.0,1,cluster_1
694.0,-706.0,1,cluster_1
566.0,-330.0,1,cluster_1
629.0,-636.0,1,cluster_1
524.0,-536.0,1,cluster_1
721.0,-709.0,1,cluster_1
564.0,-581.0,1,cluster_1
763.0,-386.0,1,cluster_1
772.0,-543.0,1,cluster_1
665.0,-432.0,1,cluster_1
646.0,-446.0,1,cluster_1
468.0,-400.0,1,cluster_1
559.0,-475.0,1,cluster_1
707.0,-462.0,1,cluster_1
706.0,-420.0,1,cluster_1
694.0,-572.0,1,cluster_1
712.0,-742.0,1,cluster_1
710.0,-745.0,1,cluster_1
559.0,-562.0,1,cluster_1
716.0,-657.0,1,cluster_1
664.0,-692.0,1,cluster_1
795.0,-355.0,1,cluster_1
641.0,-664.0,1,cluster_1
651.0,-488.0,1,cluster_1
646.0,-453.0,1,cluster_1
736.0,-583.0,1,cluster_1
610.0,-450.0,1,cluster_1
452.0,-510.0,1,cluster_1
343.0,-599.0,1,cluster_1
620.0,-648.0,1,cluster_1
696.0,-600.0,1,cluster_1
706.0,-618.0,1,cluster_1
646.0,-644.0,1,cluster_1
753.0,-612.0,1,cluster_1
613.0,-410.0,1,cluster_1
769.0,-573.0,1,cluster_1
634.0,-592.0,1,cluster_1
693.0,-596.0,1,cluster_1
652.0,-377.0,1,cluster_1
754.0,-728.0,1,cluster_1
577.0,-473.0,1,cluster_1
351.0,-546.0,1,cluster_1
345.0,-617.0,1,cluster_1
674.0,-444.0,1,cluster_1
486.0,-602.0,1,cluster_1
506.0,-516.0,1,cluster_1
690.0,-656.0,1,cluster_1
702.0,-428.0,1,cluster_1
787.0,-400.0,1,cluster_1
763.0,-699.0,1,cluster_1
527.0,-494.0,1,cluster_1
530.0,-488.0,1,cluster_1
822.0,-655.0,1,cluster_1
853.0,-312.0,1,cluster_1
636.0,-465.0,1,cluster_1
673.0,-678.0,1,cluster_1
694.0,-467.0,1,cluster_1
699.0,-329.0,1,cluster_1
600.0,-560.0,1,cluster_1
789.0,-509.0,1,cluster_1
763.0,-741.0,1,cluster_1
719.0,-367.0,1,cluster_1
676.0,-640.0,1,cluster_1
638.0,-590.0,1,cluster_1
736.0,-752.0,1,cluster_1
805.0,-555.0,1,cluster_1
649.0,-582.0,1,cluster_1
664.0,-571.0,1,cluster_1
566.0,-501.0,1,cluster_1
729.0,-502.0,1,cluster_1
596.0,-610.0,1,cluster_1
693.0,-542.0,1,cluster_1
586.0,-600.0,1,cluster_1
676.0,-308.0,1,cluster_1
664.0,-381.0,1,cluster_1
685.0,-532.0,1,cluster_1
520.0,-517.0,1,cluster_1
620.0,-671.0,1,cluster_1
618.0,-579.0,1,cluster_1
700.0,-395.0,1,cluster_1
664.0,-319.0,1,cluster_1
632.0,-496.0,1,cluster_1
530.0,-510.0,1,cluster_1
376.0,-521.0,1,cluster_1
498.0,-492.0,1,cluster_1
615.0,-527.0,1,cluster_1
684.0,-668.0,1,cluster_1
655.0,-642.0,1,cluster_1
712.0,-710.0,1,cluster_1
478.0,-831.0,1,cluster_1
515.0,-463.0,1,cluster_1
584.0,-665.0,1,cluster_1
461.0,-281.0,1,cluster_1
722.0,-612.0,1,cluster_1
593.0,-557.0,1,cluster_1
744.0,-660.0,1,cluster_1
774.0,-497.0,1,cluster_1
689.0,-581.0,1,cluster_1
721.0,-543.0,1,cluster_1
577.0,-605.0,1,cluster_1
641.0,-492.0,1,cluster_1
452.0,-547.0,1,cluster_1
739.0,-467.0,1,cluster_1
616.0,-583.0,1,cluster_1
677.0,-776.0,1,cluster_1
641.0,-562.0,1,cluster_1
719.0,-493.0,1,cluster_1
616.0,-393.0,1,cluster_1
554.0,-489.0,1,cluster_1
633.0,-394.0,1,cluster_1
611.0,-549.0,1,cluster_1
681.0,-552.0,1,cluster_1
714.0,-769.0,1,cluster_1
674.0,-519.0,1,cluster_1
679.0,-556.0,1,cluster_1
591.0,-412.0,1,cluster_1
619.0,-485.0,1,cluster_1
629.0,-582.0,1,cluster_1
670.0,-561.0,1,cluster_1
458.0,-423.0,1,cluster_1
456.0,-635.0,1,cluster_1
673.0,-261.0,1,cluster_1
795.0,-781.0,1,cluster_1
610.0,-574.0,1,cluster_1
724.0,-682.0,1,cluster_1
606.0,-324.0,1,cluster_1
307.0,-682.0,1,cluster_1
606.0,-649.0,1,cluster_1
634.0,-566.0,1,cluster_1
614.0,-763.0,1,cluster_1
832.0,-387.0,1,cluster_1
584.0,-524.0,1,cluster_1
589.0,-251.0,1,cluster_1
567.0,-393.0,1,cluster_1
669.0,-438.0,1,cluster_1
732.0,-733.0,1,cluster_1
591.0,-658.0,1,cluster_1
678.0,-603.0,1,cluster_1
717.0,-519.0,1,cluster_1
625.0,-612.0,1,cluster_1
507.0,-465.0,1,cluster_1
786.0,-556.0,1,cluster_1
587.0,-460.0,1,cluster_1
670.0,-555.0,1,cluster_1
710.0,-623.0,1,cluster_1
694.0,-549.0,1,cluster_1
722.0,-491.0,1,cluster_1
489.0,-314.0,1,cluster_1
571.0,-509.0,1,cluster_1
547.0,-322.0,1,cluster_1
776.0,-713.0,1,cluster_1
768.0,-544.0,1,cluster_1
465.0,-542.0,1,cluster_1
669.0,-548.0,1,cluster_1
691.0,-538.0,1,cluster_1
681.0,-586.0,1,cluster_1
685.0,-757.0,1,cluster_1
522.0,-651.0,1,cluster_1
836.0,-288.0,1,cluster_1
647.0,-614.0,1,cluster_1
737.0,-742.0,1,cluster_1
565.0,-390.0,1,cluster_1
627.0,-592.0,1,cluster_1
733.0,-320.0,1,cluster_1
648.0,-383.0,1,cluster_1
785.0,-388.0,1,cluster_1
721.0,-282.0,1,cluster_1
625.0,-364.0,1,cluster_1
557.0,-476.0,1,cluster_1
666.0,-646.0,1,cluster_1
748.0,-484.0,1,cluster_1
625.0,-584.0,1,cluster_1
544.0,-503.0,1,cluster_1
651.0,-509.0,1,cluster_1
703.0,-684.0,1,cluster_1
658.0,-558.0,1,cluster_1
669.0,-566.0,1,cluster_1
648.0,-600.0,1,cluster_1
684.0,-471.0,1,cluster_1
672.0,-528.0,1,cluster_1
672.0,-516.0,1,cluster_1
712.0,-579.0,1,cluster_1
671.0,-519.0,1,cluster_1
542.0,-584.0,1,cluster_1
376.0,-390.0,1,cluster_1
678.0,-577.0,1,cluster_1
673.0,-520.0,1,cluster_1
726.0,-541.0,1,cluster_1
666.0,-549.0,1,cluster_1
677.0,-528.0,1,cluster_1
671.0,-676.0,1,cluster_1
775.0,-667.0,1,cluster_1
754.0,-488.0,1,cluster_1
705.0,-639.0,1,cluster_1
566.0,-640.0,1,cluster_1
817.0,-401.0,1,cluster_1
692.0,-411.0,1,cluster_1
685.0,-601.0,1,cluster_1
744.0,-589.0,1,cluster_1
747.0,-713.0,1,cluster_1
677.0,-631.0,1,cluster_1
733.0,-776.0,1,cluster_1
590.0,-545.0,1,cluster_1
740.0,-471.0,1,cluster_1
807.0,-400.0,1,cluster_1
721.0,-617.0,1,cluster_1
647.0,-673.0,1,cluster_1
832.0,-745.0,1,cluster_1
641.0,-689.0,1,cluster_1
507.0,-799.0,1,cluster_1
766.0,-404.0,1,cluster_1
734.0,-537.0,1,cluster_1
792.0,-411.0,1,cluster_1
622.0,-497.0,1,cluster_1
651.0,-712.0,1,cluster_1
580.0,-568.0,1,cluster_1
530.0,-301.0,1,cluster_1
686.0,-388.0,1,cluster_1
504.0,-385.0,1,cluster_1
528.0,-374.0,1,cluster_1
599.0,-624.0,1,cluster_1
789.0,-698.0,1,cluster_1
617.0,-547.0,1,cluster_1
649.0,-732.0,1,cluster_1
617.0,-597.0,1,cluster_1
682.0,-563.0,1,cluster_1
726.0,-422.0,1,cluster_1
688.0,-561.0,1,cluster_1
482.0,-542.0,1,cluster_1
694.0,-742.0,1,cluster_1
760.0,-570.0,1,cluster_1
588.0,-387.0,1,cluster_1
798.0,-416.0,1,cluster_1
750.0,-298.0,1,cluster_1
759.0,-385.0,1,cluster_1
693.0,-507.0,1,cluster_1
778.0,-747.0,1,cluster_1
726.0,-733.0,1,cluster_1
650.0,-564.0,1,cluster_1
714.0,-709.0,1,cluster_1
657.0,-635.0,1,cluster_1
779.0,-708.0,1,cluster_1
637.0,-759.0,1,cluster_1
721.0,-730.0,1,cluster_1
695.0,-826.0,1,cluster_1
696.0,-446.0,1,cluster_1
798.0,-301.0,1,cluster_1
664.0,-715.0,1,cluster_1
593.0,-764.0,1,cluster_1
711.0,-564.0,1,cluster_1
767.0,-383.0,1,cluster_1
594.0,-598.0,1,cluster_1
501.0,-536.0,1,cluster_1
558.0,-285.0,1,cluster_1
670.0,-756.0,1,cluster_1
735.0,-507.0,1,cluster_1
705.0,-620.0,1,cluster_1
732.0,-644.0,1,cluster_1
701.0,-559.0,1,cluster_1
754.0,-631.0,1,cluster_1
711.0,-607.0,1,cluster_1
577.0,-860.0,1,cluster_1
504.0,-469.0,1,cluster_1
745.0,-516.0,1,cluster_1
851.0,-551.0,1,cluster_1
778.0,-396.0,1,cluster_1
621.0,-511.0,1,cluster_1
740.0,-742.0,1,cluster_1
590.0,-665.0,1,cluster_1
705.0,-701.0,1,cluster_1
620.0,-322.0,1,cluster_1
625.0,-600.0,1,cluster_1
728.0,-680.0,1,cluster_1
745.0,-498.0,1,cluster_1
519.0,-527.0,1,cluster_1
669.0,-635.0,1,cluster_1
679.0,-605.0,1,cluster_1
549.0,-662.0,1,cluster_1
730.0,-405.0,1,cluster_1
741.0,-626.0,1,cluster_1
614.0,-623.0,1,cluster_1
697.0,-736.0,1,cluster_1
740.0,-723.0,1,cluster_1
714.0,-847.0,1,cluster_1
727.0,-479.0,1,cluster_1
666.0,-555.0,1,cluster_1
695.0,-540.0,1,cluster_1
722.0,-749.0,1,cluster_1
721.0,-406.0,1,cluster_1
790.0,-726.0,1,cluster_1
752.0,-556.0,1,cluster_1
649.0,-642.0,1,cluster_1
749.0,-404.0,1,cluster_1
760.0,-480.0,1,cluster_1
720.0,-389.0,1,cluster_1
684.0,-398.0,1,cluster_1
713.0,-607.0,1,cluster_1
752.0,-390.0,1,cluster_1
756.0,-548.0,1,cluster_1
880.0,-416.0,1,cluster_1
628.0,-492.0,1,cluster_1
661.0,-810.0,1,cluster_1
773.0,-346.0,1,cluster_1
505.0,-325.0,1,cluster_1
622.0,-644.0,1,cluster_1
786.0,-437.0,1,cluster_1
577.0,-557.0,1,cluster_1
686.0,-429.0,1,cluster_1
731.0,-432.0,1,cluster_1
861.0,-437.0,1,cluster_1
803.0,-435.0,1,cluster_1
621.0,-434.0,1,cluster_1
669.0,-439.0,1,cluster_1
443.0,-507.0,1,cluster_1
798.0,-728.0,1,cluster_1
799.0,-739.0,1,cluster_1
751.0,-488.0,1,cluster_1
740.0,-635.0,1,cluster_1
648.0,-606.0,1,cluster_1
540.0,-582.0,1,cluster_1
555.0,-601.0,1,cluster_1
728.0,-411.0,1,cluster_1
743.0,-648.0,1,cluster_1
653.0,-368.0,1,cluster_1
626.0,-632.0,1,cluster_1
549.0,-557.0,1,cluster_1
819.0,-547.0,1,cluster_1
822.0,-521.0,1,cluster_1
799.0,-410.0,1,cluster_1
790.0,-456.0,1,cluster_1
792.0,-801.0,1,cluster_1
758.0,-731.0,1,cluster_1
702.0,-678.0,1,cluster_1
650.0,-374.0,1,cluster_1
671.0,-615.0,1,cluster_1
820.0,-422.0,1,cluster_1
843.0,-421.0,1,cluster_1
697.0,-436.0,1,cluster_1
743.0,-414.0,1,cluster_1
721.0,-416.0,1,cluster_1
704.0,-489.0,1,cluster_1
774.0,-679.0,1,cluster_1
743.0,-740.0,1,cluster_1
615.0,-718.0,1,cluster_1
636.0,-712.0,1,cluster_1
676.0,-464.0,1,cluster_1
731.0,-728.0,1,cluster_1
598.0,-701.0,1,cluster_1
565.0,-671.0,1,cluster_1
738.0,-662.0,1,cluster_1
811.0,-757.0,1,cluster_1
711.0,-669.0,1,cluster_1
727.0,-695.0,1,cluster_1
615.0,-520.0,1,cluster_1
737.0,-446.0,1,cluster_1
780.0,-670.0,1,cluster_1
649.0,-748.0,1,cluster_1
745.0,-781.0,1,cluster_1
788.0,-409.0,1,cluster_1
636.0,-553.0,1,cluster_1
715.0,-509.0,1,cluster_1
672.0,-584.0,1,cluster_1
800.0,-393.0,1,cluster_1
865.0,-400.0,1,cluster_1
726.0,-757.0,1,cluster_1
833.0,-790.0,1,cluster_1
697.0,-728.0,1,cluster_1
711.0,-664.0,1,cluster_1
767.0,-442.0,1,cluster_1
721.0,-1000.0,1,cluster_1
727.0,-580.0,1,cluster_1
655.0,-741.0,1,cluster_1
800.0,-374.0,1,cluster_1
667.0,-689.0,1,cluster_1
785.0,-803.0,1,cluster_1
712.0,-667.0,1,cluster_1
684.0,-702.0,1,cluster_1
446.0,-415.0,1,cluster_1
745.0,-709.0,1,cluster_1
735.0,-394.0,1,cluster_1
679.0,-635.0,1,cluster_1
612.0,-427.0,1,cluster_1
761.0,-488.0,1,cluster_1
626.0,-593.0,1,cluster_1
625.0,-657.0,1,cluster_1
764.0,-734.0,1,cluster_1
636.0,-411.0,1,cluster_1
724.0,-703.0,1,cluster_1
733.0,-402.0,1,cluster_1
713.0,-431.0,1,cluster_1
741.0,-704.0,1,cluster_1
694.0,-630.0,1,cluster_1
712.0,-676.0,1,cluster_1
695.0,-792.0,1,cluster_1
486.0,-637.0,1,cluster_1
786.0,-386.0,1,cluster_1
658.0,-737.0,1,cluster_1
893.0,-424.0,1,cluster_1
716.0,-712.0,1,cluster_1
610.0,-707.0,1,cluster_1
747.0,-584.0,1,cluster_1
722.0,-654.0,1,cluster_1
697.0,-667.0,1,cluster_1
644.0,-710.0,1,cluster_1
667.0,-507.0,1,cluster_1
453.0,-421.0,1,cluster_1
843.0,-866.0,1,cluster_1
699.0,-634.0,1,cluster_1
730.0,-698.0,1,cluster_1
782.0,-771.0,1,cluster_1
716.0,-400.0,1,cluster_1
709.0,-676.0,1,cluster_1
695.0,-666.0,1,cluster_1
513.0,-354.0,1,cluster_1
490.0,-493.0,1,cluster_1
633.0,-317.0,1,cluster_1
680.0,-609.0,1,cluster_1
858.0,-618.0,1,cluster_1
738.0,-648.0,1,cluster_1
692.0,-714.0,1,cluster_1
604.0,-357.0,1,cluster_1
719.0,-702.0,1,cluster_1
774.0,-578.0,1,cluster_1
767.0,-689.0,1,cluster_1
715.0,-781.0,1,cluster_1
799.0,-742.0,1,cluster_1
773.0,-752.0,1,cluster_1
682.0,-406.0,1,cluster_1
512.0,-657.0,1,cluster_1
708.0,-567.0,1,cluster_1
690.0,-745.0,1,cluster_1
782.0,-360.0,1,cluster_1
735.0,-370.0,1,cluster_1
610.0,-483.0,1,cluster_1
771.0,-679.0,1,cluster_1
794.0,-718.0,1,cluster_1
748.0,-690.0,1,cluster_1
524.0,-520.0,1,cluster_1
664.0,-563.0,1,cluster_1
723.0,-760.0,1,cluster_1
714.0,-601.0,1,cluster_1
682.0,-552.0,1,cluster_1
607.0,-899.0,1,cluster_1
653.0,-628.0,1,cluster_1
782.0,-780.0,1,cluster_1
703.0,-426.0,1,cluster_1
719.0,-541.0,1,cluster_1
735.0,-717.0,1,cluster_1
652.0,-530.0,1,cluster_1
758.0,-694.0,1,cluster_1
575.0,-669.0,1,cluster_1
701.0,-580.0,1,cluster_1
825.0,-420.0,1,cluster_1
678.0,-502.0,1,cluster_1
509.0,-384.0,1,cluster_1
776.0,-707.0,1,cluster_1
588.0,-546.0,1,cluster_1
699.0,-586.0,1,cluster_1
826.0,-681.0,1,cluster_1
695.0,-746.0,1,cluster_1
752.0,-797.0,1,cluster_1
676.0,-401.0,1,cluster_1
642.0,-714.0,1,cluster_1
718.0,-600.0,1,cluster_1
692.0,-647.0,1,cluster_1
656.0,-666.0,1,cluster_1
719.0,-405.0,1,cluster_1
702.0,-628.0,1,cluster_1
619.0,-722.0,1,cluster_1
689.0,-577.0,1,cluster_1
731.0,-345.0,1,cluster_1
668.0,-435.0,1,cluster_1
763.0,-651.0,1,cluster_1
657.0,-535.0,1,cluster_1
712.0,-683.0,1,cluster_1
661.0,-420.0,1,cluster_1
650.0,-486.0,1,cluster_1
789.0,-717.0,1,cluster_1
667.0,-520.0,1,cluster_1
667.0,-520.0,1,cluster_1
681.0,-671.0,1,cluster_1
742.0,-644.0,1,cluster_1
559.0,-599.0,1,cluster_1
751.0,-695.0,1,cluster_1
763.0,-870.0,1,cluster_1
767.0,-388.0,1,cluster_1
801.0,-343.0,1,cluster_1
657.0,-613.0,1,cluster_1
756.0,-626.0,1,cluster_1
840.0,-404.0,1,cluster_1
817.0,-424.0,1,cluster_1
798.0,-401.0,1,cluster_1
746.0,-429.0,1,cluster_1
778.0,-440.0,1,cluster_1
723.0,-387.0,1,cluster_1
749.0,-613.0,1,cluster_1
708.0,-623.0,1,cluster_1
778.0,-776.0,1,cluster_1
673.0,-643.0,1,cluster_1
802.0,-393.0,1,cluster_1
760.0,-394.0,1,cluster_1
586.0,-380.0,1,cluster_1
851.0,-406.0,1,cluster_1
543.0,-413.0,1,cluster_1
784.0,-661.0,1,cluster_1
663.0,-371.0,1,cluster_1
544.0,-413.0,1,cluster_1
549.0,-414.0,1,cluster_1
546.0,-404.0,1,cluster_1
838.0,-426.0,1,cluster_1
821.0,-427.0,1,cluster_1
734.0,-358.0,1,cluster_1
658.0,-466.0,1,cluster_1
775.0,-417.0,1,cluster_1
748.0,-593.0,1,cluster_1
786.0,-382.0,1,cluster_1
693.0,-346.0,1,cluster_1
787.0,-350.0,1,cluster_1
825.0,-619.0,1,cluster_1
632.0,-380.0,1,cluster_1
771.0,-389.0,1,cluster_1
709.0,-298.0,1,cluster_1
681.0,-704.0,1,cluster_1
740.0,-393.0,1,cluster_1
711.0,-388.0,1,cluster_1
701.0,-719.0,1,cluster_1
636.0,-705.0,1,cluster_1
551.0,-417.0,1,cluster_1
703.0,-395.0,1,cluster_1
756.0,-664.0,1,cluster_1
686.0,-345.0,1,cluster_1
559.0,-426.0,1,cluster_1
660.0,-587.0,1,cluster_1
727.0,-386.0,1,cluster_1
558.0,-425.0,1,cluster_1
612.0,-637.0,1,cluster_1
834.0,-605.0,1,cluster_1
746.0,-465.0,1,cluster_1
790.0,-646.0,1,cluster_1
707.0,-637.0,1,cluster_1
725.0,-412.0,1,cluster_1
704.0,-381.0,1,cluster_1
677.0,-683.0,1,cluster_1
732.0,-444.0,1,cluster_1
750.0,-739.0,1,cluster_1
718.0,-436.0,1,cluster_1
775.0,-540.0,1,cluster_1
890.0,-413.0,1,cluster_1
767.0,-713.0,1,cluster_1
841.0,-708.0,1,cluster_1
700.0,-571.0,1,cluster_1
756.0,-608.0,1,cluster_1
772.0,-452.0,1,cluster_1
713.0,-806.0,1,cluster_1
721.0,-388.0,1,cluster_1
688.0,-386.0,1,cluster_1
704.0,-365.0,1,cluster_1
773.0,-423.0,1,cluster_1
592.0,-380.0,1,cluster_1
791.0,-770.0,1,cluster_1
756.0,-347.0,1,cluster_1
811.0,-425.0,1,cluster_1
763.0,-422.0,1,cluster_1
803.0,-595.0,1,cluster_1
827.0,-626.0,1,cluster_1
695.0,-732.0,1,cluster_1
824.0,-599.0,1,cluster_1
866.0,-682.0,1,cluster_1
760.0,-646.0,1,cluster_1
830.0,-445.0,1,cluster_1
746.0,-577.0,1,cluster_1
722.0,-656.0,1,cluster_1
771.0,-707.0,1,cluster_1
644.0,-382.0,1,cluster_1
790.0,-394.0,1,cluster_1
735.0,-393.0,1,cluster_1
782.0,-423.0,1,cluster_1
743.0,-384.0,1,cluster_1
811.0,-431.0,1,cluster_1
655.0,-393.0,1,cluster_1
780.0,-395.0,1,cluster_1
767.0,-636.0,1,cluster_1
679.0,-539.0,1,cluster_1
723.0,-654.0,1,cluster_1
776.0,-781.0,1,cluster_1
749.0,-613.0,1,cluster_1
712.0,-582.0,1,cluster_1
724.0,-566.0,1,cluster_1
741.0,-611.0,1,cluster_1
765.0,-571.0,1,cluster_1
782.0,-754.0,1,cluster_1
694.0,-610.0,1,cluster_1
656.0,-382.0,1,cluster_1
727.0,-384.0,1,cluster_1
738.0,-661.0,1,cluster_1
628.0,-460.0,1,cluster_1
602.0,-897.0,1,cluster_1
668.0,-329.0,1,cluster_1
664.0,-383.0,1,cluster_1
704.0,-402.0,1,cluster_1
828.0,-365.0,1,cluster_1
821.0,-409.0,1,cluster_1
773.0,-733.0,1,cluster_1
733.0,-766.0,1,cluster_1
777.0,-640.0,1,cluster_1
775.0,-674.0,1,cluster_1
674.0,-634.0,1,cluster_1
747.0,-389.0,1,cluster_1
746.0,-387.0,1,cluster_1
677.0,-385.0,1,cluster_1
625.0,-663.0,1,cluster_1
679.0,-728.0,1,cluster_1
725.0,-352.0,1,cluster_1
581.0,-597.0,1,cluster_1
668.0,-650.0,1,cluster_1
674.0,-379.0,1,cluster_1
725.0,-390.0,1,cluster_1
813.0,-424.0,1,cluster_1
713.0,-607.0,1,cluster_1
711.0,-665.0,1,cluster_1
741.0,-729.0,1,cluster_1
698.0,-412.0,1,cluster_1
588.0,-633.0,1,cluster_1
694.0,-786.0,1,cluster_1
657.0,-401.0,1,cluster_1
708.0,-514.0,1,cluster_1
742.0,-784.0,1,cluster_1
453.0,-408.0,1,cluster_1
507.0,-328.0,1,cluster_1
778.0,-387.0,1,cluster_1
705.0,-648.0,1,cluster_1
764.0,-672.0,1,cluster_1
764.0,-720.0,1,cluster_1
434.0,-387.0,1,cluster_1
664.0,-500.0,1,cluster_1
771.0,-749.0,1,cluster_1
564.0,-429.0,1,cluster_1
807.0,-734.0,1,cluster_1
613.0,-620.0,1,cluster_1
683.0,-697.0,1,cluster_1
756.0,-428.0,1,cluster_1
589.0,-610.0,1,cluster_1
714.0,-406.0,1,cluster_1
640.0,-534.0,1,cluster_1
693.0,-647.0,1,cluster_1
800.0,-678.0,1,cluster_1
725.0,-731.0,1,cluster_1
637.0,-698.0,1,cluster_1
550.0,-569.0,1,cluster_1
742.0,-685.0,1,cluster_1
713.0,-416.0,1,cluster_1
836.0,-514.0,1,cluster_1
665.0,-380.0,1,cluster_1
771.0,-705.0,1,cluster_1
769.0,-323.0,1,cluster_1
716.0,-462.0,1,cluster_1
727.0,-392.0,1,cluster_1
762.0,-415.0,1,cluster_1
773.0,-766.0,1,cluster_1
710.0,-738.0,1,cluster_1
734.0,-454.0,1,cluster_1
730.0,-426.0,1,cluster_1
621.0,-719.0,1,cluster_1
660.0,-368.0,1,cluster_1
617.0,-562.0,1,cluster_1
725.0,-486.0,1,cluster_1
562.0,-681.0,1,cluster_1
739.0,-770.0,1,cluster_1
550.0,-542.0,1,cluster_1
791.0,-525.0,1,cluster_1
705.0,-591.0,1,cluster_1
747.0,-647.0,1,cluster_1
693.0,-461.0,1,cluster_1
656.0,-726.0,1,cluster_1
711.0,-680.0,1,cluster_1
672.0,-661.0,1,cluster_1
736.0,-563.0,1,cluster_1
637.0,-587.0,1,cluster_1
699.0,-697.0,1,cluster_1
772.0,-386.0,1,cluster_1
635.0,-427.0,1,cluster_1
721.0,-722.0,1,cluster_1
741.0,-428.0,1,cluster_1
728.0,-433.0,1,cluster_1
789.0,-414.0,1,cluster_1
676.0,-433.0,1,cluster_1
807.0,-757.0,1,cluster_1
758.0,-393.0,1,cluster_1
797.0,-366.0,1,cluster_1
762.0,-388.0,1,cluster_1
684.0,-619.0,1,cluster_1
669.0,-543.0,1,cluster_1
750.0,-390.0,1,cluster_1
760.0,-719.0,1,cluster_1
778.0,-819.0,1,cluster_1
698.0,-810.0,1,cluster_1
665.0,-560.0,1,cluster_1
712.0,-521.0,1,cluster_1
714.0,-806.0,1,cluster_1
757.0,-782.0,1,cluster_1
587.0,-579.0,1,cluster_1
500.0,-480.0,1,cluster_1
580.0,-485.0,1,cluster_1
803.0,-412.0,1,cluster_1
730.0,-396.0,1,cluster_1
780.0,-748.0,1,cluster_1
619.0,-455.0,1,cluster_1
804.0,-774.0,1,cluster_1
858.0,-385.0,1,cluster_1
721.0,-601.0,1,cluster_1
808.0,-810.0,1,cluster_1
843.0,-636.0,1,cluster_1
777.0,-553.0,1,cluster_1
756.0,-386.0,1,cluster_1
824.0,-560.0,1,cluster_1
638.0,-663.0,1,cluster_1
750.0,-826.0,1,cluster_1
874.0,-614.0,1,cluster_1
474.0,-547.0,1,cluster_1
727.0,-372.0,1,cluster_1
784.0,-636.0,1,cluster_1
765.0,-343.0,1,cluster_1
628.0,-408.0,1,cluster_1
559.0,-645.0,1,cluster_1
713.0,-654.0,1,cluster_1
782.0,-601.0,1,cluster_1
721.0,-693.0,1,cluster_1
690.0,-401.0,1,cluster_1
714.0,-534.0,1,cluster_1
823.0,-477.0,1,cluster_1
788.0,-562.0,1,cluster_1
829.0,-848.0,1,cluster_1
599.0,-569.0,1,cluster_1
788.0,-588.0,1,cluster_1
784.0,-427.0,1,cluster_1
744.0,-703.0,1,cluster_1
638.0,-511.0,1,cluster_1
703.0,-341.0,1,cluster_1
741.0,-543.0,1,cluster_1
722.0,-607.0,1,cluster_1
711.0,-473.0,1,cluster_1
508.0,-560.0,1,cluster_1
628.0,-544.0,1,cluster_1
475.0,-650.0,1,cluster_1
659.0,-533.0,1,cluster_1
657.0,-545.0,1,cluster_1
656.0,-407.0,1,cluster_1
814.0,-783.0,1,cluster_1
749.0,-380.0,1,cluster_1
471.0,-571.0,1,cluster_1
654.0,-390.0,1,cluster_1
698.0,-397.0,1,cluster_1
789.0,-397.0,1,cluster_1
740.0,-602.0,1,cluster_1
714.0,-410.0,1,cluster_1
775.0,-480.0,1,cluster_1
670.0,-491.0,1,cluster_1
636.0,-572.0,1,cluster_1
789.0,-336.0,1,cluster_1
694.0,-568.0,1,cluster_1
529.0,-412.0,1,cluster_1
683.0,-433.0,1,cluster_1
649.0,-665.0,1,cluster_1
688.0,-686.0,1,cluster_1
658.0,-360.0,1,cluster_1
751.0,-403.0,1,cluster_1
764.0,-717.0,1,cluster_1
825.0,-533.0,1,cluster_1
735.0,-787.0,1,cluster_1
789.0,-454.0,1,cluster_1
604.0,-577.0,1,cluster_1
662.0,-486.0,1,cluster_1
689.0,-761.0,1,cluster_1
654.0,-661.0,1,cluster_1
694.0,-614.0,1,cluster_1
691.0,-609.0,1,cluster_1
754.0,-794.0,1,cluster_1
612.0,-553.0,1,cluster_1
729.0,-431.0,1,cluster_1
635.0,-639.0,1,cluster_1
660.0,-720.0,1,cluster_1
695.0,-694.0,1,cluster_1
717.0,-586.0,1,cluster_1
838.0,-834.0,1,cluster_1
645.0,-649.0,1,cluster_1
766.0,-594.0,1,cluster_1
612.0,-423.0,1,cluster_1
594.0,-615.0,1,cluster_1
606.0,-607.0,1,cluster_1
890.0,-411.0,1,cluster_1
501.0,-534.0,1,cluster_1
665.0,-638.0,1,cluster_1
606.0,-726.0,1,cluster_1
790.0,-604.0,1,cluster_1
752.0,-563.0,1,cluster_1
711.0,-712.0,1,cluster_1
718.0,-555.0,1,cluster_1
713.0,-657.0,1,cluster_1
628.0,-552.0,1,cluster_1
551.0,-437.0,1,cluster_1
710.0,-366.0,1,cluster_1
811.0,-792.0,1,cluster_1
582.0,-691.0,1,cluster_1
767.0,-674.0,1,cluster_1
738.0,-410.0,1,cluster_1
684.0,-611.0,1,cluster_1
794.0,-337.0,1,cluster_1
